Province,Town,Email,Phone,Website,Website1,Gender,Language,Curriculum,GradeMin,GradeMax,OpeningHours,Description,Address
Kwazulu Natal,Kokstad,wolhuter@jenschool.co.za,,,https://saprivateschools.co.za/listing/jens-primary-school/,Visual Arts,Geography,Agricultural Management Practices,Dance Studies,Civil Technology,7:00 am - 3:00 pm,"JENS Primary School. Gr.R, 1 & 2 164 Main Street; 101 Hawthorne Street, 4700 Kokstad, South AfricaMonday7:00 am - 3:00 pmTuesday7:00 am - 3:00 pmWednesday7:00 am - 3:00 pmThursday7:00 am - 3:00 pmFriday7:00 am - 3:00 pmSaturdayClosedSundayClosed
							November 8, 2024 10:11 am local time","164 Main Street; 101 Hawthorne Street, 4700 Kokstad, South Africa"
Kwazulu Natal,North Coast,hoof@privaatskool.co.za,,,https://saprivateschools.co.za/listing/hluhluwe-privaatskool-primary-school/,English,Life Sciences,Mathematical Literacy,Physical Sciences,Afrikaans,7:00 am - 3:00 pm,"Here your child will be part of a unique and dynamic surrounding. We will strive to be the best educational facility and to give the best to our students. To let your child feel safe and to stimulate them at all stages of development. The happiness, growth and development of every pupil in all areas are our top priority. Your children are special! Love and laughter will be a part of your child's every day. The location of our beautiful school is surrounded by a sand forest and pineapple farms. Where will you find this in our day and age? Another one of our unique aspects is our bush school with a quaint bush chapel. Here we have incorporated nature lessons into our curriculum. Our goal is that every learner has the environment of love, friendship and honesty everyday. Our positive approach is that every moment of your child's life is valued, that we will jump to every opportunity and utilised it as a challenge. P401, South Africa, South AfricaMonday7:00 am - 3:00 pmTuesday7:00 am - 3:00 pmWednesday7:00 am - 3:00 pmThursday7:00 am - 3:00 pmFriday7:00 am - 3:00 pmSaturdayClosedSundayClosed
							November 8, 2024 10:11 am local time","P401, South Africa, South Africa"
Western Cape,Riebeek-Kasteel,adminrk@carnegiehouse.co.za,,,https://saprivateschools.co.za/listing/carnegie-house-riebeek-kasteel-high-school/,CAPS,,Western Cape,Instagram,YouTube,7:00 am - 3:00 pm,"Carnegie House Preschool in Riebeek Kasteel and Paarl offers 2 classroom environments - a Toddlers environment for children from 18 month to about 3 years and a Preschool (3 - 6 year) environment for children aged 3 years to 6 years. Both classroom environments are run by experienced staff who uphold the core Montessori principles of independence, respect and freedom within limits. Both the Toddler and Preschool environments are comprehensive, challenging and diverse. In both the Montessori Junior and Senior Primary classroom, the child's questions provide the basis for exploration of the world. The subject matter is relevant to each individual child and provides intrinsic motivation for learning. A Montessori Primary Education does not give the child a collection of trivial facts but rather a vision, an interrelated knowledge and a love of learning. 17 Royal St, Riebeeck Kasteel, 7307, South AfricaMonday7:00 am - 3:00 pmTuesday7:00 am - 3:00 pmWednesday7:00 am - 3:00 pmThursday7:00 am - 3:00 pmFriday7:00 am - 3:00 pmSaturdayClosedSundayClosed
							November 8, 2024 10:11 am local time","17 Royal St, Riebeeck Kasteel, 7307, South Africa"
Gauteng,Jhb East,cjonker@glenoaks.org.za,,,https://saprivateschools.co.za/listing/glenoaks-pre-school/,CAPS,,Gauteng,Grade RR,Grade R,7:00 am - 3:00 pm,"Glenoaks School has served the community for thirty five years (35). We cater for children who are struggling to achieve and succeed in mainstream schools, and who need the support of a caring environment to re-establish a positive relationship with learning. We strive to achieve happy, self-confident and self-reliant learners. INCLUDED IN OUR SCHOOL FEES WE OFFER: Small classes, with a maximum of 12 learners Speech and Language Therapy Occupational Therapy Remedial Therapy Psychotherapy ? See Bedfordview area on map to see other schools nearby.72 Roberts Ave, Kensington, Johannesburg, 2101, South AfricaMonday7:00 am - 3:00 pmTuesday7:00 am - 3:00 pmWednesday7:00 am - 3:00 pmThursday7:00 am - 3:00 pmFriday7:00 am - 3:00 pmSaturdayClosedSundayClosed
							November 8, 2024 10:11 am local time","72 Roberts Ave, Kensington, Johannesburg, 2101, South Africa"
Alberton,Gauteng,info@stdeclans.co.za,,,https://saprivateschools.co.za/listing/st-declans-high-school-for-boys/,CAPS,,Alberton,Facebook,Twitter,7:00 am - 3:00 pm,"St Declan's School for Boys is committed to excellence. We believe that developing foundational knowledge during the first 3 to 4 years of schooling where social and motor skills will provide the building blocks for academic rigour in each phase in the schooling system. We commit ourselves to working collaboratively with our community in the best interests of our boys so that the school, as an extension of the home, continues to facilitate the growth of our boys intellectually, spiritually, emotionally, socially and physically, and to create respect for our environment and society. To accomplish this, we employ suitably qualified staff, who make use of the most innovative materials and modern technology to impart a meaningful experience in the arts, sciences and humanity disciplines. St Declan's School for Boys strives to create an environment where all boys feel at home and have the opportunity to grow and develop into impeccable young men who continue to give lifelong support to each other and their community.101 Swartkoppies Rd, Brackenhurst, Alberton, 1448, South AfricaMonday7:00 am - 3:00 pmTuesday7:00 am - 3:00 pmWednesday7:00 am - 3:00 pmThursday7:00 am - 3:00 pmFriday7:00 am - 3:00 pmSaturdayClosedSundayClosed
							November 8, 2024 10:11 am local time","101 Swartkoppies Rd, Brackenhurst, Alberton, 1448, South Africa"
Mbombela,Mpumalanga,admin@abcprestige.co.za,,,https://saprivateschools.co.za/listing/abc-prestige-pre-school/,CAPS,,Mbombela,Grade RR,Grade R,7:00 am - 3:00 pm,"A few words about ABC prestige:Our goal is happy, confident, and enthusiastic children.If you're looking for big child â€“ care resources with little center love, you have found it!Sometimes when parents are choosing care for their children, they feel like they have to choose between either a big, impressive facility or sacrifice some of those resources for a smaller, more family setting. We have created ABC prestige preschool and after care to be the best of both worlds with an environment where children can be happy and confident in a creative indoor and outdoor space.8 Neethling St, Sonheuwel Central, Mbombela, 1201, South AfricaMonday7:00 am - 3:00 pmTuesday7:00 am - 3:00 pmWednesday7:00 am - 3:00 pmThursday7:00 am - 3:00 pmFriday7:00 am - 3:00 pmSaturdayClosedSundayClosed
							November 8, 2024 10:11 am local time","8 Neethling St, Sonheuwel Central, Mbombela, 1201, South Africa"
Kwazulu Natal,Eshowe,office@gratton.co.za,,,https://saprivateschools.co.za/listing/gratton-high-school/,CAPS,,Kwazulu Natal,Instagram,YouTube,7:00 am - 3:00 pm,"Gratton is defined by our learners who are our finest ambassadors. The school community is diverse and we welcome students of all faiths and backgrounds. Gratton is an affordable boarding and day school. Gratton provides all learners with the opportunity to grow and realise their full and unique potential. Gratton offers small classes, dedicated staff, free extra classes and a range of academic, cultural and sporting activities. Gratton caters for the diverse learning requirements of its learners who enjoy individual attention and early career mentorship. Find school fees here and for other admissions information, please contact us below: Old Zululand Showground, Eshowe, 3815, South AfricaMonday7:00 am - 3:00 pmTuesday7:00 am - 3:00 pmWednesday7:00 am - 3:00 pmThursday7:00 am - 3:00 pmFriday7:00 am - 3:00 pmSaturdayClosedSundayClosed
							November 8, 2024 10:11 am local time","Old Zululand Showground, Eshowe, 3815, South Africa"
Gauteng,Moreleta Park,Info@pretoriachineseschool.com,,,https://saprivateschools.co.za/listing/pretoria-chinese-primary-school/,Civil Technology,Dramatic Arts,Computer Applications Technology (CAT),Information Technology,English,7:00 am - 3:00 pm,"The main focus is of course on the academic programme that needs to be followed. Every child needs to become aware that the learning that they are involved in is for their benefit. They are not learning because it will help their parents, or their friends. They are learning because it will help them. The academic staff need to facilitate this learning by providing the best opportunities for every child to excel. The pillars on which this school is built (humility, respect and discipline), provide a sound foundation for the development of responsible citizens. In our society, these principles are all too often absent in our day to day interactions. If we can instil these principles in the daily lives of our children, with this supported by the interactions that take place at home, then we would be well on the way to transforming the lives of all that we come into contact with. See Garsfontein SchoolsPretoria Chinese School, Halse Street, Wingate Park, Pretoria, South Africa, South AfricaMonday7:00 am - 3:00 pmTuesday7:00 am - 3:00 pmWednesday7:00 am - 3:00 pmThursday7:00 am - 3:00 pmFriday7:00 am - 3:00 pmSaturdayClosedSundayClosed
							November 8, 2024 10:11 am local time","Pretoria Chinese School, Halse Street, Wingate Park, Pretoria, South Africa, South Africa"
Kwazulu Natal,North Coast,admin@seedlingspreschool.co.za,,,https://saprivateschools.co.za/listing/seedlings-pre-school/,CAPS,,Kwazulu Natal,Grade RR,Grade R,7:00 am - 3:00 pm,"Seedlings Pre-School is a school for all children, and provides quality and affordable Christian-based education. It possesses a wonderful 16 year heritage, and is a ministry of Harvest Church. We aim to nurture our 'Seedlings' to become kind, loving and responsible individuals. We aim to focus on each child as a precious individual, and to further enrich them in their physical, social, emotional, intellectual and spiritual development in a safe and loving environment. Seedlings currently has 89 children enrolled for the 2020 year so far. If you or anyone you know is looking, please give Seedlings some serious consideration! There are 4 classes: Grade R - Robins Grade 00 - Busy Bees Grade 000 - Dragonflies Grade 000 - Hedgehogs1 Wincanton Way, Somerset Park, Umhlanga, 4319, South Africa, South AfricaMonday7:00 am - 3:00 pmTuesday7:00 am - 3:00 pmWednesday7:00 am - 3:00 pmThursday7:00 am - 3:00 pmFriday7:00 am - 3:00 pmSaturdayClosedSundayClosed
							November 8, 2024 10:11 am local time","1 Wincanton Way, Somerset Park, Umhlanga, 4319, South Africa, South Africa"
Western Cape,West Coast,debbie.krastin@iesmail.com,,,https://saprivateschools.co.za/listing/blouberg-international-high-school/,CAPS,,Western Cape,Facebook,Twitter,7:00 am - 3:00 pm,"Blouberg International is the only international co-educational school on the West Coast. Currently situated in the suburb of Parklands, we are flanked by the vast Atlantic Ocean with the vivid backdrop of the majestic Table Mountain. In offering the British National Curriculum with international benchmarks from Cambridge University, we ensure a stable curriculum coupled with international standards of excellence. We prepare our students for further education in Colleges and Universities all over the world, but equally important, we prepare our students for life. IES schools are closely linked to the SEK-International Institution, a network of schools and universities in Latin America and Spain. The schools are members of The International Schools Association, offer, where appropriate, qualifications awarded by Cambridge International Examinations and the International Baccalaureate, and locally are members of major school associations such as the Florida Council of Independent Schools, the Southern Association of Colleges and Schools (USA), the Independent Schools Association (UK), the Independent Association of Prep Schools (UK), and the Independent Schools Association of Southern Africa. 74 Ringwood Dr, Parklands, Cape Town, 7441, South AfricaMonday7:00 am - 3:00 pmTuesday7:00 am - 3:00 pmWednesday7:00 am - 3:00 pmThursday7:00 am - 3:00 pmFriday7:00 am - 3:00 pmSaturdayClosedSundayClosed
							November 8, 2024 10:11 am local time","74 Ringwood Dr, Parklands, Cape Town, 7441, South Africa"
Gauteng,Randburg,info@crossroadsschool.co.za,,,https://saprivateschools.co.za/listing/crossroads-pre-school/,CAPS,,Gauteng,Grade RR,Grade R,7:00 am - 3:00 pm,"Crossroads School educates bright children who have a learning challenge and have experienced adversity and struggled to keep up with their mainstream pupils or as a young child have benefited from the additional input of occupational, speech or play therapy and further intervention is required. Remedial children require additional support in the academic essentials of achieving the 3 Rs - reading, writing and arithmetic. This is the child who thinks outside the box, the child who learns differently. The remedial child needs help to master certain concepts or to be taught coping strategies to compensate for areas of difficulty. The mastery of concepts or the learning of coping strategies occurs as a result of good quality remedial education; the type Crossroads provides. Crossroads' multi-disciplinary approach means all your child's needs will be addressed within the context of the school. Good quality education looks to find ways to unlock the potential of your child with the ultimate aim of returning your child to a mainstream school, when ready. Progress is checked annually through the use of standardised assessments.106 13th St, Victory Park, Randburg, 2195, South AfricaMonday7:00 am - 3:00 pmTuesday7:00 am - 3:00 pmWednesday7:00 am - 3:00 pmThursday7:00 am - 3:00 pmFriday7:00 am - 3:00 pmSaturdayClosedSundayClosed
							November 8, 2024 10:12 am local time","106 13th St, Victory Park, Randburg, 2195, South Africa"
Gauteng,Johannesburg,info@japari.co.za,,,https://saprivateschools.co.za/listing/japari-pre-school/,CAPS,,Gauteng,Grade RR,Grade R,7:00 am - 3:00 pm,"Established in 1966 and set in tranquil park-like surroundings, Japari provides a caring, friendly and personal approach to children who are encouraged and guided to take their rightful place as confident independent members of society. ? See Parktown area on map to see other schools nearby.Lower Park Dr, Parkview, Johannesburg, 2193, South Africa, South AfricaMonday7:00 am - 3:00 pmTuesday7:00 am - 3:00 pmWednesday7:00 am - 3:00 pmThursday7:00 am - 3:00 pmFriday7:00 am - 3:00 pmSaturdayClosedSundayClosed
							November 8, 2024 10:12 am local time","Lower Park Dr, Parkview, Johannesburg, 2193, South Africa, South Africa"
Gauteng,West Rand,ccsjhb@gmail.com,,,https://saprivateschools.co.za/listing/kardia-house-international-primary-school/,Soccer,Reading club,Robotics,Dance,Dance Studies,7:00 am - 3:00 pm,"Kardia House International is a private Christian school owned by Pastor Freek and Mietsie Kruger. They planted the school in Randfontein in 2010 on the instruction and vision they received from God. They started with 8 children and 4 teachers with so much passion. Without any advertising, they have grown into a school now hosting more than 180 learners and 24 staff members. The Vision is not limited to Randfontein, but also spreads to all areas of our country and beyond our borders. Pastor Freek and Mietsie Kruger have been serving God faithfully for the past 38 years of their lives. They have been involved in full time ministry as well as serving the community and being actively involved in different welfare organisations. God gave them as founders of Cornerstone Christian School a vision. By changing the way children think you can influence the sphere in which their parents operate. By using a new way of doing things in 186 children's lives you create a pattern in 186 households and soon, those changes will fill the atmosphere of operations in a part of a community.63 Raven Rd, Greenhills, Randfontein, 1767, South AfricaMonday7:00 am - 3:00 pmTuesday7:00 am - 3:00 pmWednesday7:00 am - 3:00 pmThursday7:00 am - 3:00 pmFriday7:00 am - 3:00 pmSaturdayClosedSundayClosed
							November 8, 2024 10:12 am local time","63 Raven Rd, Greenhills, Randfontein, 1767, South Africa"
Bedelia,Free State,school@sasw.co.za,,,https://saprivateschools.co.za/listing/st-andrews-high-school-welkom/,CAPS,,Bedelia,Facebook,Twitter,7:00 am - 3:00 pm,"St Andrew's School is a religious school, founded on an Anglican ethos. We are inspired by our faith in God and are a people of hope, imagination, and commitment. St Andrew's School is a place of learning where acceptance and belonging prevails. We value the unique richness of every individual member of the school community. In a dynamic and stimulating environment, we provide an education of body, mind and spirit. We educate for life. We help young people to become happy, confident and competent people of hope and personal integrity, with a deep sense of justice and compassion, and with this a sense of social responsibility to transform the world around them. If you have a specific interest in this school, Corner of Hamlet Road and St Andrew""s Way, Bedelia, Welkom, 9459, South AfricaMonday7:00 am - 3:00 pmTuesday7:00 am - 3:00 pmWednesday7:00 am - 3:00 pmThursday7:00 am - 3:00 pmFriday7:00 am - 3:00 pmSaturdayClosedSundayClosed
							November 8, 2024 10:12 am local time","Corner of Hamlet Road and St Andrew""s Way, Bedelia, Welkom, 9459, South Africa"
Gauteng,Randburg,littlebugs.eduplay@gmail.com,,,https://saprivateschools.co.za/listing/little-bugs-eduplay-pre-school/,CAPS,,Gauteng,Grade RR,Grade R,7:00 am - 3:00 pm,"It is our philosophy that young children learn best through play. It is through play that children learn about themselves, their environment, people and the world around them. Our teachers also understand the powerful influence they can have on children. As a school we therefore ensure that our children feel proud of themselves and their accomplishments. Confident children are able and willing to learn new material. Our curriculum provides for development of the whole child and includes areas such as life skills and sensory integration. Our mission is to provide children with a safe, secure and nurturing environment where parents can feel comfortable knowing that their little ones are getting the best care possible. We acknowledge that each child is unique and has the right to be loved and treated with respect and dignity. We strive to provide the quality care that any child deserves, and any parent would expect.Little Bugs Edu-Play Daycare, Swart Street, Randpark Ridge, Johannesburg, South Africa, South AfricaMonday7:00 am - 3:00 pmTuesday7:00 am - 3:00 pmWednesday7:00 am - 3:00 pmThursday7:00 am - 3:00 pmFriday7:00 am - 3:00 pmSaturdayClosedSundayClosed
							November 8, 2024 10:12 am local time","Little Bugs Edu-Play Daycare, Swart Street, Randpark Ridge, Johannesburg, South Africa, South Africa"
Bloemfontein,Free State,eduplusprimary@gmail.com,,,https://saprivateschools.co.za/listing/eduplus-independent-primary-school/,Civil Technology,Dramatic Arts,Computer Applications Technology (CAT),Information Technology,English,7:00 am - 3:00 pm,"Eduplus aims to provide stimulating education of a high quality, with a special emphasis on the child's emotional development and well-being. Our vision is that every child should be given the opportunity to learn in an environment where he/she feels safe and accepted. Instruction is offered in both English and Afrikaans , accommodating learners from various language groups and promoting the informal acquisition of an additional language from a young age. The school has a Christian ethos, while welcoming learners from a range of religious and cultural backgrounds.8 Boerneef St, Langenhoven Park, Bloemfontein, 9300, South AfricaMonday7:00 am - 3:00 pmTuesday7:00 am - 3:00 pmWednesday7:00 am - 3:00 pmThursday7:00 am - 3:00 pmFriday7:00 am - 3:00 pmSaturdayClosedSundayClosed
							November 8, 2024 10:12 am local time","8 Boerneef St, Langenhoven Park, Bloemfontein, 9300, South Africa"
Roodepoort,Weltevreden Park,agapeland@iafrica.com,,,https://saprivateschools.co.za/listing/arrows-of-destiny-christian-academy-pre-school/,CAPS,,Roodepoort,Grade RR,Grade R,7:00 am - 3:00 pm,"Arrows of Destiny Christian Academy is a Christian School using the ACE (Accelerated Christian Education) Curriculum. This allows the student to move ahead at his/her own pace as they master the work. This curriculum satisfies the RNCS which satisfies the core curriculum as set out by the Education Department. The curriculum focuses on the individual learner, so age groups may be on different PACES. A system of mastery is in place enabling the learner to cover all work adequately before moving on to new work. Learners are required to complete 80 PACES per year to cover one year's work.7, 7 Katjiepiering Street, Weltevredenpark, Roodepoort, South AfricaMonday7:00 am - 3:00 pmTuesday7:00 am - 3:00 pmWednesday7:00 am - 3:00 pmThursday7:00 am - 3:00 pmFriday7:00 am - 3:00 pmSaturdayClosedSundayClosed
							November 8, 2024 10:12 am local time","7, 7 Katjiepiering Street, Weltevredenpark, Roodepoort, South Africa"
Eastern Cape,Jeffrey's Bay,principal@pharosschool.co.za,,,https://saprivateschools.co.za/listing/pharos-pre-school/,Afrikaans,Dual-Medium,CAPS,Grade RR,Grade R,7:00 am - 3:00 pm,"Pharos wants to be a safe place for children, whatever their needs, hurts or individual challenges are. A Lighthouse stands strong throughout generations. It is not bound to one generation. Pharos will be a multi-generational school - long after all of us are gone, it will fulfill its calling in future generations. A lighthouse can handle the onslaughts of storms. We want to teach and guide children how to stand strong in the times of storm in their lives. The light of lighthouse shines far. Pharos to be a place where the prophetic gift from God will be nurtured and developed in young children. They can hear His voice, and obey. To climb up in a lighthouse asks courage and to overcome fear. Pharos will be a place where we want to teach children to have courage, and overcome fear. Jesus said in the Word: ""I am the Light of the world"" He also said ""You are a light to the world."" When we are in Christ, and Christ is in us, we carry His light into this world. Pharos will be a place where the Light of Christ will shine.PHAROS School, 3 Doringkamp, Kabeljous, Jeffreys Bay, South Africa, South AfricaMonday7:00 am - 3:00 pmTuesday7:00 am - 3:00 pmWednesday7:00 am - 3:00 pmThursday7:00 am - 3:00 pmFriday7:00 am - 3:00 pmSaturdayClosedSundayClosed
							November 8, 2024 10:12 am local time","PHAROS School, 3 Doringkamp, Kabeljous, Jeffreys Bay, South Africa, South Africa"
Kwazulu Natal,Kwambonambi,info.grantleigh@curro.co.za,,,https://saprivateschools.co.za/listing/grantleigh-pre-school/,CAPS,,Kwazulu Natal,Facebook,Twitter,7:00 am - 3:00 pm,"This school's description is currently being updated and will appear within the near future.District Road P386 Mposa, 3915, South AfricaMonday7:00 am - 3:00 pmTuesday7:00 am - 3:00 pmWednesday7:00 am - 3:00 pmThursday7:00 am - 3:00 pmFriday7:00 am - 3:00 pmSaturdayClosedSundayClosed
							November 8, 2024 10:12 am local time","District Road P386 Mposa, 3915, South Africa"
Gauteng,Roodepoort,opti-baby-ruimsig@saprivateschools.co.za,https://www.parklands.co.za/,,https://saprivateschools.co.za/listing/opti-baby-kids-ruimsig-pre-school/,English,IEB,,Ruimsig,Grade RR,7:00 am - 3:00 pm,"At Opti-Baby & Kids we create a place of wellbeing and joy â€“ to bring parents like you the enormous comfort that comes with knowing your little one is cared for and thriving. These are our philosophies and values that shape Opti-Baby & Kids experiences and set us apart from other day-care centres.524 Hole-In-One Ave, Ruimsig, Roodepoort, 1724, South AfricaMonday7:00 am - 3:00 pmTuesday7:00 am - 3:00 pmWednesday7:00 am - 3:00 pmThursday7:00 am - 3:00 pmFriday7:00 am - 3:00 pmSaturdayClosedSundayClosed
							November 8, 2024 10:12 am local time","524 Hole-In-One Ave, Ruimsig, Roodepoort, 1724, South Africa"
Westdene,Gauteng,info@orban.co.za,,,https://saprivateschools.co.za/listing/orban-private-primary-school/,Tourism,Economics,Visual Arts,Consumer Studies,Agricultural technology,7:00 am - 3:00 pm,"Orban is a Christian based private primary and pre-primary school. The school accommodates Afrikaans and English children between the ages of 1 and 14. Orban is situated in Melville, and serves adjacent areas such as Northcliff, Auckland Park and Westdene. Some learners even come from as far as Florida and Roodepoort. Our school offers unique educational opportunities with a special focus on music, art and drama. For 5 years in a row, Orban Primary School has been award by the National Eisteddfod: ""Best overall achievement of schools in Johannesburg region.""49 Winchester St, Westdene, Johannesburg, 2092, South Africa, South AfricaMonday7:00 am - 3:00 pmTuesday7:00 am - 3:00 pmWednesday7:00 am - 3:00 pmThursday7:00 am - 3:00 pmFriday7:00 am - 3:00 pmSaturdayClosedSundayClosed
							November 8, 2024 10:12 am local time","49 Winchester St, Westdene, Johannesburg, 2092, South Africa, South Africa"
Belgravia,Northern Cape,stcypriansgrammar@gmail.com,,,https://saprivateschools.co.za/listing/st-cyprians-grammar-primary-school/,Agricultural Management Practices,History,Agricultural Sciences,Dramatic Arts,Computer Applications Technology (CAT),7:00 am - 3:00 pm,"St. Cyprian's Grammar School in Kimberley, South Africa, is a co-educational English-medium independent school for Grades R and 1-12, attached to St Cyprian's Cathedral (Anglican Diocese of Kimberley and Kuruman, Anglican Church of Southern Africa). In its present form it opened its doors to 83 students on 21 January 2009. See Kimberley area on map to see other schools nearby.5 Park Rd, Belgravia, Kimberley, 8301, South AfricaMonday7:00 am - 3:00 pmTuesday7:00 am - 3:00 pmWednesday7:00 am - 3:00 pmThursday7:00 am - 3:00 pmFriday7:00 am - 3:00 pmSaturdayClosedSundayClosed
							November 8, 2024 10:12 am local time","5 Park Rd, Belgravia, Kimberley, 8301, South Africa"
Newcastle,Kwazulu Natal,acc1@telkomsa.net,https://www.almamaterinternationalschool.co.za/,,https://saprivateschools.co.za/listing/aletheia-christian-primary-school/,English,IEB,,Twitter,Instagram,7:00 am - 3:00 pm,"The School provides Christian based education from Grade R to Grade 12, to children in the greater Newcastle area. The School uses the ACE (Accelerated Christian Education) programme, as adapted and supplied by School of Tomorrow, to meet the requirements of the South African Core Curriculum. The mission of the school is aligned in 5 parts 1. Hands (heal): Eph 6:13 ""Wherefore take unto you the whole armor of God, that ye may be able to withstand in the evil day, and having done all, to stand.; 2. Arms (reach): To reach every child with the truth of God's word, to where possible reach beyond our school borders to all and in any way we can. Prov. 22:6; 3. Words (teach): To uphold and use God's word as the absolute truth. By assisting parents to develop each child in the spiritual, emotional, intellectual, physical and social sphere of their lives through God's word. Gemsbok, CNR Memel &, Hutten Heights, Newcastle, 2940, South AfricaMonday7:00 am - 3:00 pmTuesday7:00 am - 3:00 pmWednesday7:00 am - 3:00 pmThursday7:00 am - 3:00 pmFriday7:00 am - 3:00 pmSaturdayClosedSundayClosed
							November 8, 2024 10:12 am local time","Gemsbok, CNR Memel &, Hutten Heights, Newcastle, 2940, South Africa"
Kwazulu Natal,Pietermaritzburg,marketing1@stnicholas.co.za,,,https://saprivateschools.co.za/listing/st-nicholas-diocesan-primary-school/,IEB,,Kwazulu Natal,Instagram,YouTube,7:00 am - 3:00 pm,"St Nicholas Diocesan School is an Independent Anglican School for boys and girls. Its aim is to offer an excellent education and to provide a secure and caring environment where children from Grade RR to Grade 12 are given opportunities to realise their potential. At. St Nicholas, the needs of the whole child are catered for - intellectual, emotional, physical, spiritual and cultural. Teachers are familiar and caring. The school is small enough for your child not to be just a number. Our aim is for your child to develop holistically through a fun learning environment. Nicholas provides education from Grade RR right through to Matric ? See Pietermaritzburg area on map to see other schools nearby.34 Jabu Ndlovu St, Pietermaritzburg, 3201, South AfricaMonday7:00 am - 3:00 pmTuesday7:00 am - 3:00 pmWednesday7:00 am - 3:00 pmThursday7:00 am - 3:00 pmFriday7:00 am - 3:00 pmSaturdayClosedSundayClosed
							November 8, 2024 10:12 am local time","34 Jabu Ndlovu St, Pietermaritzburg, 3201, South Africa"
Northern Cape,Olifantshoek,hsohoek@telkomsa.net,,,https://saprivateschools.co.za/listing/hoerskool-olifantshoek-akademie-high-school/,CAPS,,Northern Cape,Instagram,YouTube,7:00 am - 3:00 pm,"This school's description is currently being updated and will appear within the near future.4 Bowden Str, Olifantshoek, South Africa, South AfricaMonday7:00 am - 3:00 pmTuesday7:00 am - 3:00 pmWednesday7:00 am - 3:00 pmThursday7:00 am - 3:00 pmFriday7:00 am - 3:00 pmSaturdayClosedSundayClosed
							November 8, 2024 10:12 am local time","4 Bowden Str, Olifantshoek, South Africa, South Africa"
Eastern Cape,Port Elizabeth,siembambape@gmail.com,,,https://saprivateschools.co.za/listing/siembamba-pre-pre-school/,CAPS,,Eastern Cape,Grade RR,Grade R,7:00 am - 3:00 pm,"Since 1988 our family-run school serves the children of our community, with 3 teachers and 4 teaching assistants to support us. Elri van Heerden, the school principal and grade R teacher, has a four-year qualification and eight years of experience as a Foundation Phase teacher. She also is a qualified grade R teacher with twelve years of experience in educating grade R learners and also children with severe learning challenges. We serve Afrikaans as well as English speaking children.40 Luneville Rd, Lorraine, Gqeberha, 6070, South AfricaMonday7:00 am - 3:00 pmTuesday7:00 am - 3:00 pmWednesday7:00 am - 3:00 pmThursday7:00 am - 3:00 pmFriday7:00 am - 3:00 pmSaturdayClosedSundayClosed
							November 8, 2024 10:12 am local time","40 Luneville Rd, Lorraine, Gqeberha, 6070, South Africa"
Gauteng,Centurion,admin@zwartkopcs.co.za,,,https://saprivateschools.co.za/listing/zwartkop-christian-pre-school/,CAPS,,Gauteng,Facebook,Twitter,7:00 am - 3:00 pm,"The Zwartkop Christian School partners with Christian parents to: provide a Biblically integrated education which equips students embrace Biblical truth, to strive for academic excellence and to exemplify Christlike servant hoods in homes, churches and communities. See Centurion Schools 
142 Pine Ave, Bronberrick, Centurion, 0157, South Africa142 Pine Ave, Bronberrick, Centurion, 0157, South AfricaMonday7:00 am - 3:00 pmTuesday7:00 am - 3:00 pmWednesday7:00 am - 3:00 pmThursday7:00 am - 3:00 pmFriday7:00 am - 3:00 pmSaturdayClosedSundayClosed
							November 8, 2024 10:12 am local time","142 Pine Ave, Bronberrick, Centurion, 0157, South Africa"
Western Cape,Noordhoek,capella@capellahouse.co.za,,,https://saprivateschools.co.za/listing/capella-house-pre-and-primary-pre-school/,CAPS,,Western Cape,Grade RR,Grade R,7:00 am - 3:00 pm,"Consider Capella House is an independent, progressive, child-centred school. We have an eclectic approach with elements of Montesorri, Reggio Emilia (see African Reggio Emilia Alliance - AREA) and Philosophy for Children (P4C). We are acknowledged for having a unique approach to discipline and providing an environment where children self-enrol and look forward to coming to school. Capella House is located in the Noordhoek/Kommetjie/Fish Hoek ValleyBanks Rd, Fish Hoek, Cape Town, 7975, South AfricaMonday7:00 am - 3:00 pmTuesday7:00 am - 3:00 pmWednesday7:00 am - 3:00 pmThursday7:00 am - 3:00 pmFriday7:00 am - 3:00 pmSaturdayClosedSundayClosed
							November 8, 2024 10:12 am local time","Banks Rd, Fish Hoek, Cape Town, 7975, South Africa"
Eastern Cape,Port Elizabeth,manager@tinytots-pe.co.za,,,https://saprivateschools.co.za/listing/tinytots-pre-primary/,CAPS,,Eastern Cape,Grade RR,Grade R,7:00 am - 3:00 pm,"Tiny Tots Pre-Primary opened its doors during 1991. The school is registered to cater for 120 children. The school was sold to the current owners Danie and Hester Pieterse in September 2014. Danie worked at the Department of Correctional Services for 23 years and Hester is currently working at Uviwe Child and Youth Services (formally known as P.E. Childline and Family Centre) since 1995. They started off at Tiny Tots as parents and are now the proud new owners. Mrs Lee-Ann Dean is the manageress of Tiny Tots since 2005 and will continue in that position.2 Sunninghill Ave, Brentwood Park, Gqeberha, 6025, South AfricaMonday7:00 am - 3:00 pmTuesday7:00 am - 3:00 pmWednesday7:00 am - 3:00 pmThursday7:00 am - 3:00 pmFriday7:00 am - 3:00 pmSaturdayClosedSundayClosed
							November 8, 2024 10:13 am local time","2 Sunninghill Ave, Brentwood Park, Gqeberha, 6025, South Africa"
